customer_id,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name,mean,median,max,min,count,routine_flg,membership_period_monthes,calc_date,membership_period_days
HI804186,XXXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,4.833333333333333,5.0,7,2,5,1,47,2019-04-30,1460 days 00:00:00.000000000
AS732240,XXXXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,4.666666666666667,5.0,7,2,5,1,47,2019-04-30,1460 days 00:00:00.000000000
PL834411,XXXXX,C03,F,2015-05-01,,CA1,0,ナイト,6000,通常,4.916666666666667,4.5,8,1,5,1,47,2019-04-30,1460 days 00:00:00.000000000
HD516059,XXX,C03,M,2015-05-01,,CA1,0,ナイト,6000,通常,4.166666666666667,4.0,7,1,4,1,47,2019-04-30,1460 days 00:00:00.000000000
HD194702,XXXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,4.916666666666667,5.0,8,1,5,1,47,2019-04-30,1460 days 00:00:00.000000000
IK102369,XXXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,4.75,5.0,6,3,5,1,47,2019-04-30,1460 days 00:00:00.000000000
AS183155,XXXXX,C03,F,2015-05-01,,CA1,0,ナイト,6000,通常,4.5,4.5,7,2,5,1,47,2019-04-30,1460 days 00:00:00.000000000
HI339146,XXXXX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,4.5,4.5,7,2,4,1,47,2019-04-30,1460 days 00:00:00.000000000
AS476267,XXXXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,4.916666666666667,5.0,7,3,5,1,47,2019-04-30,1460 days 00:00:00.000000000
PL928545,XXXXXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,4.333333333333333,4.0,7,2,4,1,47,2019-04-30,1460 days 00:00:00.000000000
OA372777,XXXXX,C03,M,2015-05-01,,CA1,0,ナイト,6000,通常,3.6666666666666665,4.0,6,1,5,1,47,2019-04-30,1460 days 00:00:00.000000000
PL765022,XXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,4.583333333333333,4.5,7,3,5,1,47,2019-04-30,1460 days 00:00:00.000000000
OA803393,XXXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,4.75,4.5,8,2,5,1,47,2019-04-30,1460 days 00:00:00.000000000
OA071756,XXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,4.166666666666667,4.0,6,2,5,1,47,2019-04-30,1460 days 00:00:00.000000000
HI598974,XXX,C03,M,2015-05-01,,CA1,0,ナイト,6000,通常,5.083333333333333,5.0,7,3,5,1,47,2019-04-30,1460 days 00:00:00.000000000
GD214739,XXXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,5.416666666666667,5.0,8,3,5,1,47,2019-04-30,1460 days 00:00:00.000000000
OA557824,XXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,4.25,4.0,8,1,4,1,47,2019-04-30,1460 days 00:00:00.000000000
IK098074,XX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,4.083333333333333,3.5,7,1,5,1,47,2019-04-30,1460 days 00:00:00.000000000
HD792156,XXXX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,4.666666666666667,5.0,7,2,5,1,47,2019-04-30,1460 days 00:00:00.000000000
OA478509,XXXX,C02,M,2015-05-01,,CA1,0,デイタイム,7500,通常,4.666666666666667,5.0,7,2,5,1,47,2019-04-30,1460 days 00:00:00.000000000
HI388582,XX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,4.833333333333333,5.0,6,3,5,1,47,2019-04-30,1460 days 00:00:00.000000000
TS210661,XXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,4.833333333333333,4.5,8,3,5,1,47,2019-04-30,1460 days 00:00:00.000000000
TS837282,XXXXXX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,5.583333333333333,5.5,8,3,5,1,47,2019-04-30,1460 days 00:00:00.000000000
OA758157,XXXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,4.0,4.0,6,2,5,1,47,2019-04-30,1460 days 00:00:00.000000000
OA790739,XXXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,4.833333333333333,5.0,7,3,5,1,47,2019-04-30,1460 days 00:00:00.000000000
AS734592,XX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,5.333333333333333,6.0,8,2,5,1,47,2019-04-30,1460 days 00:00:00.000000000
GD022268,XXX,C02,M,2015-05-01,,CA1,0,デイタイム,7500,通常,4.166666666666667,5.0,7,1,5,1,47,2019-04-30,1460 days 00:00:00.000000000
IK059803,XXXXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,4.25,4.0,6,3,5,1,47,2019-04-30,1460 days 00:00:00.000000000
TS487207,XX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,4.0,4.0,6,2,5,1,47,2019-04-30,1460 days 00:00:00.000000000
OA994859,XXXXX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,5.5,5.0,9,3,5,1,47,2019-04-30,1460 days 00:00:00.000000000
PL221419,XXXX,C02,M,2015-05-01,,CA1,0,デイタイム,7500,通常,5.5,5.5,9,3,5,1,47,2019-04-30,1460 days 00:00:00.000000000
HI570349,XXXXX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,4.916666666666667,5.0,7,2,5,1,47,2019-04-30,1460 days 00:00:00.000000000
TS945284,XXX,C03,M,2015-05-01,,CA1,0,ナイト,6000,通常,4.583333333333333,4.5,7,3,5,1,47,2019-04-30,1460 days 00:00:00.000000000
PL152568,XXXXX,C03,F,2015-05-01,,CA1,0,ナイト,6000,通常,4.666666666666667,5.0,8,2,5,1,47,2019-04-30,1460 days 00:00:00.000000000
GD967749,XXXX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,4.666666666666667,4.5,8,3,4,1,47,2019-04-30,1460 days 00:00:00.000000000
HI635742,XXXXXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,4.416666666666667,4.5,6,2,5,1,47,2019-04-30,1460 days 00:00:00.000000000
AS970810,XXXXX,C03,F,2015-05-01,,CA1,0,ナイト,6000,通常,4.333333333333333,4.0,6,2,5,1,47,2019-04-30,1460 days 00:00:00.000000000
GD163149,XXXXX,C03,M,2015-05-01,,CA1,0,ナイト,6000,通常,4.916666666666667,5.0,8,2,5,1,47,2019-04-30,1460 days 00:00:00.000000000
HD124700,XXXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,4.5,4.0,8,2,5,1,47,2019-04-30,1460 days 00:00:00.000000000
HD349501,XX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,4.833333333333333,5.0,8,1,5,1,47,2019-04-30,1460 days 00:00:00.000000000
GD126553,XXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,5.333333333333333,5.0,8,3,4,1,47,2019-04-30,1460 days 00:00:00.000000000
AS926104,XXXX,C03,F,2015-05-01,,CA1,0,ナイト,6000,通常,4.416666666666667,4.5,6,3,5,1,47,2019-04-30,1460 days 00:00:00.000000000
GD360440,XXXXXX,C03,M,2015-05-01,,CA1,0,ナイト,6000,通常,4.5,5.0,6,1,5,1,47,2019-04-30,1460 days 00:00:00.000000000
IK701555,XXXXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,4.75,5.0,6,1,5,1,47,2019-04-30,1460 days 00:00:00.000000000
AS777651,XXXXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,4.166666666666667,3.5,7,2,5,1,47,2019-04-30,1460 days 00:00:00.000000000
PL241896,XXXX,C03,F,2015-05-01,,CA1,0,ナイト,6000,通常,4.333333333333333,4.0,7,2,5,1,47,2019-04-30,1460 days 00:00:00.000000000
PL920046,XXXXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,4.333333333333333,4.0,8,2,5,1,47,2019-04-30,1460 days 00:00:00.000000000
PL367795,XXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,3.4166666666666665,4.0,7,1,5,1,46,2019-04-30,1429 days 00:00:00.000000000
HI324110,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,3.4166666666666665,3.0,7,1,4,1,46,2019-04-30,1429 days 00:00:00.000000000
OA630902,XXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,4.666666666666667,5.0,8,3,5,1,46,2019-04-30,1429 days 00:00:00.000000000
GD292781,XXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,4.666666666666667,5.0,7,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
PL912172,XXXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,4.5,4.5,7,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
HI582217,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.666666666666667,4.5,7,3,5,1,46,2019-04-30,1429 days 00:00:00.000000000
TS038130,XXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,4.75,5.0,7,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
TS200932,XXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,4.916666666666667,5.0,7,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
GD728611,XXXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,3.8333333333333335,3.5,6,1,4,1,46,2019-04-30,1429 days 00:00:00.000000000
HI525851,XXXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,4.833333333333333,4.5,8,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
PL540895,XXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,4.666666666666667,4.5,7,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
PL410964,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.25,4.0,7,1,5,1,46,2019-04-30,1429 days 00:00:00.000000000
HI728364,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.25,4.0,7,2,4,1,46,2019-04-30,1429 days 00:00:00.000000000
HI373547,XXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,4.0,3.0,8,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
GD489678,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.75,4.5,9,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
OA504016,XXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,3.8333333333333335,4.0,6,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
IK124414,XXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,5.083333333333333,5.0,8,4,5,1,46,2019-04-30,1429 days 00:00:00.000000000
IK351897,XXXXX,C02,M,2015-06-01,,CA1,0,デイタイム,7500,通常,4.333333333333333,4.0,8,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
TS273269,XXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,3.1666666666666665,3.5,5,1,4,1,46,2019-04-30,1429 days 00:00:00.000000000
IK055692,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,5.666666666666667,5.5,7,5,5,1,46,2019-04-30,1429 days 00:00:00.000000000
TS035920,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.75,5.0,7,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
GD555235,XXXXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,4.333333333333333,4.5,7,1,5,1,46,2019-04-30,1429 days 00:00:00.000000000
AS099984,XXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,4.5,4.5,7,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
TS471939,XXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.916666666666667,5.0,7,3,5,1,46,2019-04-30,1429 days 00:00:00.000000000
OA931227,XXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,4.5,5.0,6,3,5,1,46,2019-04-30,1429 days 00:00:00.000000000
HD455858,XXXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,4.916666666666667,5.0,7,3,5,1,46,2019-04-30,1429 days 00:00:00.000000000
PL487301,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.583333333333333,5.0,6,1,5,1,46,2019-04-30,1429 days 00:00:00.000000000
GD813654,XXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,4.5,5.0,8,1,5,1,46,2019-04-30,1429 days 00:00:00.000000000
HD378274,XXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,4.333333333333333,4.5,6,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
OA236156,XXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,4.083333333333333,3.5,8,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
PL889178,XXXXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,3.75,4.0,5,1,5,1,46,2019-04-30,1429 days 00:00:00.000000000
OA776086,XXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,3.5,3.5,5,2,4,1,46,2019-04-30,1429 days 00:00:00.000000000
AS677821,XXXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,3.9166666666666665,4.0,6,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
OA818666,XXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,5.083333333333333,4.0,9,3,4,1,46,2019-04-30,1429 days 00:00:00.000000000
PL342449,XX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,4.166666666666667,4.0,7,1,5,1,46,2019-04-30,1429 days 00:00:00.000000000
PL825454,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.416666666666667,4.0,7,3,5,1,46,2019-04-30,1429 days 00:00:00.000000000
TS437647,XXXXXX,C02,M,2015-06-01,,CA1,0,デイタイム,7500,通常,4.666666666666667,5.0,8,1,5,1,46,2019-04-30,1429 days 00:00:00.000000000
HI146430,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.583333333333333,5.0,8,1,5,1,46,2019-04-30,1429 days 00:00:00.000000000
GD437531,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.416666666666667,4.5,7,1,5,1,46,2019-04-30,1429 days 00:00:00.000000000
OA103624,XXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,5.166666666666667,5.0,8,3,5,1,46,2019-04-30,1429 days 00:00:00.000000000
OA933190,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.583333333333333,4.5,7,3,5,1,46,2019-04-30,1429 days 00:00:00.000000000
IK624416,XXXXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,4.083333333333333,4.0,7,3,5,1,46,2019-04-30,1429 days 00:00:00.000000000
GD212992,XXXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,5.25,5.0,9,3,5,1,46,2019-04-30,1429 days 00:00:00.000000000
IK999272,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,3.9166666666666665,4.0,5,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
GD163914,XXXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,3.8333333333333335,4.0,5,1,4,1,46,2019-04-30,1429 days 00:00:00.000000000
PL400479,XXXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,4.166666666666667,4.0,6,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
PL942936,XXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.583333333333333,5.0,6,3,5,1,46,2019-04-30,1429 days 00:00:00.000000000
IK006139,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,5.333333333333333,5.0,8,3,5,1,46,2019-04-30,1429 days 00:00:00.000000000
IK902787,XXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,4.083333333333333,4.5,6,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
PL815569,XXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,4.25,4.5,6,2,4,1,46,2019-04-30,1429 days 00:00:00.000000000
HI216184,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.0,4.0,7,2,4,1,46,2019-04-30,1429 days 00:00:00.000000000
HI965956,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.666666666666667,5.0,6,3,5,1,46,2019-04-30,1429 days 00:00:00.000000000
OA225076,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.333333333333333,4.5,7,1,5,1,46,2019-04-30,1429 days 00:00:00.000000000
TS106731,XXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,4.416666666666667,5.0,7,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
HI228454,XXXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,4.583333333333333,4.0,8,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
HI900494,XX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,5.75,6.0,8,3,5,1,46,2019-04-30,1429 days 00:00:00.000000000
PL456313,XXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,3.75,3.5,8,1,5,1,46,2019-04-30,1429 days 00:00:00.000000000
PL779242,XXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,4.5,4.0,6,3,5,1,46,2019-04-30,1429 days 00:00:00.000000000
TS959961,XXXXXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,5.0,5.0,7,3,5,1,46,2019-04-30,1429 days 00:00:00.000000000
AS099118,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.5,5.0,6,1,5,1,46,2019-04-30,1429 days 00:00:00.000000000
IK331136,XXXXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,4.416666666666667,4.0,6,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
AS834706,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.75,5.0,7,3,5,1,46,2019-04-30,1429 days 00:00:00.000000000
TS179365,XXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,3.9166666666666665,4.0,6,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
AS614421,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,5.083333333333333,5.5,7,3,5,1,46,2019-04-30,1429 days 00:00:00.000000000
OA747936,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,5.25,5.0,8,3,4,1,46,2019-04-30,1429 days 00:00:00.000000000
PL494564,XXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,4.416666666666667,4.0,7,3,5,1,46,2019-04-30,1429 days 00:00:00.000000000
AS299544,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.083333333333333,4.0,6,2,5,1,46,2019-04-30,1429 days 00:00:00.000000000
OA261861,XXXX,C02,M,2015-06-01,,CA1,0,デイタイム,7500,通常,5.416666666666667,5.5,8,1,5,1,46,2019-04-30,1429 days 00:00:00.000000000
HD120698,XXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,4.833333333333333,5.0,7,3,5,1,46,2019-04-30,1429 days 00:00:00.000000000
HI328204,XX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,5.083333333333333,5.5,8,2,5,1,45,2019-04-30,1399 days 00:00:00.000000000
IK695797,XXXX,C02,M,2015-07-01,,CA1,0,デイタイム,7500,通常,3.8333333333333335,4.5,6,1,5,1,45,2019-04-30,1399 days 00:00:00.000000000
HI778223,XX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,4.25,4.5,7,2,5,1,45,2019-04-30,1399 days 00:00:00.000000000
GD235669,XXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,4.666666666666667,4.5,7,2,5,1,45,2019-04-30,1399 days 00:00:00.000000000
AS637476,XX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,4.25,4.5,5,3,5,1,45,2019-04-30,1399 days 00:00:00.000000000
AS171994,XXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,4.583333333333333,5.0,6,3,5,1,45,2019-04-30,1399 days 00:00:00.000000000
PL245159,XXXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,4.416666666666667,5.0,7,2,5,1,45,2019-04-30,1399 days 00:00:00.000000000
GD470986,XXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,4.083333333333333,4.5,6,1,5,1,45,2019-04-30,1399 days 00:00:00.000000000
HD287652,XX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,4.333333333333333,4.0,6,3,5,1,45,2019-04-30,1399 days 00:00:00.000000000
AS933597,XXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,3.9166666666666665,3.5,8,1,5,1,45,2019-04-30,1399 days 00:00:00.000000000
PL787344,XXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,3.3333333333333335,3.0,6,1,4,1,45,2019-04-30,1399 days 00:00:00.000000000
IK313475,XXXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,5.583333333333333,5.5,7,3,5,1,45,2019-04-30,1399 days 00:00:00.000000000
OA986961,XXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,4.666666666666667,4.0,8,3,5,1,45,2019-04-30,1399 days 00:00:00.000000000
OA266742,XXXXX,C02,M,2015-07-01,,CA1,0,デイタイム,7500,通常,5.583333333333333,5.5,8,3,5,1,45,2019-04-30,1399 days 00:00:00.000000000
IK461411,XXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,4.833333333333333,5.0,7,2,5,1,45,2019-04-30,1399 days 00:00:00.000000000
TS244750,XXXXXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,4.75,4.0,7,3,5,1,45,2019-04-30,1399 days 00:00:00.000000000
OA753193,XXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,4.666666666666667,5.0,8,2,5,1,45,2019-04-30,1399 days 00:00:00.000000000
GD084870,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,4.166666666666667,4.5,6,2,5,1,45,2019-04-30,1399 days 00:00:00.000000000
HD453390,XXXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,4.0,4.0,7,2,5,1,45,2019-04-30,1399 days 00:00:00.000000000
GD138948,XXXXX,C03,F,2015-07-01,,CA1,0,ナイト,6000,通常,4.916666666666667,5.0,8,1,5,1,45,2019-04-30,1399 days 00:00:00.000000000
TS673226,XXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,4.75,4.0,8,3,5,1,45,2019-04-30,1399 days 00:00:00.000000000
IK357051,XXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,4.25,4.0,8,2,5,1,45,2019-04-30,1399 days 00:00:00.000000000
HI859298,XXXXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,3.8333333333333335,4.0,5,1,5,1,45,2019-04-30,1399 days 00:00:00.000000000
AS065870,XXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,4.666666666666667,4.0,8,3,5,1,45,2019-04-30,1399 days 00:00:00.000000000
GD700613,XXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,4.0,4.0,7,2,5,1,45,2019-04-30,1399 days 00:00:00.000000000
TS554037,XXXXXX,C03,F,2015-07-01,,CA1,0,ナイト,6000,通常,4.833333333333333,5.0,7,2,5,1,45,2019-04-30,1399 days 00:00:00.000000000
PL827485,XXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,4.416666666666667,4.0,8,1,5,1,45,2019-04-30,1399 days 00:00:00.000000000
AS828426,XXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,4.166666666666667,4.0,6,1,4,1,45,2019-04-30,1399 days 00:00:00.000000000
GD009242,XXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,4.75,5.0,7,2,5,1,45,2019-04-30,1399 days 00:00:00.000000000
HI092194,XXXXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,4.833333333333333,4.5,9,3,5,1,45,2019-04-30,1399 days 00:00:00.000000000
PL812388,XXXXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,4.416666666666667,5.0,7,2,5,1,45,2019-04-30,1399 days 00:00:00.000000000
OA025439,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,4.583333333333333,4.0,8,2,5,1,45,2019-04-30,1399 days 00:00:00.000000000
TS023216,XXXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,4.25,4.0,8,1,5,1,45,2019-04-30,1399 days 00:00:00.000000000
